url,label
https://bit.ly/3Xh7AJt,phish
https://share.hsforms.com/13MYImTQWSD-7vgvCGtk4Rgtege2,phish
https://docs.google.com/drawings/d/165jamAGxNTgLuO4Nlzt1reBJYRFLsGV06pXZ2CqXTdA/edit,phish
https://new.express.adobe.com/webpage/CroneKc27wHBm,phish
https://q-r.to/bfWxlm,phish
https://docs.google.com/presentation/d/e/2PACX-1vRZKxnfJrI6WDhuG8g3qXTPCF3_SuyYF5VTPvFovzUqzgssFju5de0OKlcc6jZPBd-zdDluCXtSsqYM/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://docs.google.com/presentation/d/e/2PACX-1vQnQcd5WBkfbYkEyRJgdKrR7Sfuy1BC8ILwj2YYlUwgVMza5FfxUgAFTVUkt4DMREDRciYKsHju5IL7/pub?start=false&loop=false&delayms=3000&slide=id.p,phish
https://www.dropbox.com/scl/fi/mb3a85qodyzd4hz9dg70l/No-Response_Broadband.paper?rlkey=02f6zwtfci6sin44oh402fd1v&dl=0,phish
https://qrco.de/bfJjYz,phish
https://edfdc0fa5e2ae6e3c6d7156f3b2ce00c.cdn.bubble.io/f1679644455398x630943732016925300/webmailf.html#x@x.com,phish
https://share.hsforms.com/2HJneYu-FTfexwVcfYsqJ_gtgy6d,phish
https://qrco.de/atoweb,phish
https://qrco.de/bfCksO,phish
https://docs.google.com/drawings/d/1uNod_nDHyeV3ian35jd67R_9aAxQMlRdz_AX2oO-joQ/edit,phish
https://l.ead.me/bfMeNm,phish
https://docs.google.com/drawings/d/1DkGzlvA6fk7WKGYVgy6QpWtoG36Hjoqa0d-_VdoSFsE/edit,phish
http://imtoknn.icu/,phish
https://t.co/KMryQYyoEZ,phish
https://q-r.to/amzjpmduihsues,phish
https://l.ead.me/bfMQew,phish
https://docs.google.com/presentation/d/e/2PACX-1vRGEMwAJBRelybGVXvbOs1XzyXwEXr7t2pA4nmakdA6xtrbiOck-_zDNHSDQ5201yfxVWoE_pigPzGU/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://q-r.to/bfU4XB,phish
https://l.ead.me/bfJAk9,phish
https://docs.google.com/presentation/d/e/2PACX-1vQQHO_hWIBssEVgaimfwp1VgGc0MiF6jjMTYASp0BkqBMKegcszhqZ6M4fZfSkzz2iTOqPU9ISWGEPy/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://t.co/YTG8x8jQZL,phish
https://t.co/tFkgNk4rCr,phish
https://q-r.to/bfRBlm,phish
http://www.a708.cc/,phish
https://docs.google.com/presentation/d/1EQyK9MaiHCxeVBgLOuj7LHyl4-OLtGN17Z4-wZ6iL9I/pub?start=false&loop=false&delayms=3000,phish
https://docs.google.com/presentation/d/e/2PACX-1vQ5HCwyHkL7fkCprouiofT1aYvBsFuTwTO8btKBZD5gE1lsW9bkvzRKiUE2tN_dUrBr0yY-DKnzjcwO/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://forms.office.com/pages/responsepage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__WN1clNUMFBNSFU5NENVT1JYOEdOQ1BQNlRSOUEwTy4u&amp;fbclid=IwAR2ORuqCWcjgPI0GJXLwUHTLEktuBMfSk99z5zu3LgzJOQS3RZQRx1SU-Og,phish
http://tengfeidn.cn/tfsoft/xftd/v2/ctf/,phish
https://forms.gle/i1eBEg6CEaYRQAg67,phish
https://replit.com/@Sa23434535/UsedJauntyBlogclient?v=1#error.php,phish
https://sites.google.com/view/ynl-4cf-nncwq/home,phish
https://docs.google.com/presentation/d/e/2PACX-1vRNEL4_Vne8-QzJfccKnZkf8qQAF6VaUAB4aV8W6tzmT6XsINyxAHzFmhbU1p0H2Kdmgu1NA1i6NaAK/pub?start=false&amp;amp;loop=false&amp;amp;delayms=3000,phish
https://q-r.to/bfHNmy,phish
https://docs.google.com/presentation/d/e/2PACX-1vTvaWGm8s8zgcjt04VG2RoB1u1DHom4Vp5Lka3on52ZY3GAlLRLUzAs1ypQpQqSV5sZlloHox0UWNvi/pub?start=true&amp;loop=true&amp;delayms=1000,phish
https://qrco.de/bfE0Vv,phish
https://docs.google.com/presentation/d/e/2PACX-1vTH8Oo1QucYzP-4dIGr-EsLM0T55eDc3fn357vbWcjy5ywBKF5Ls3qf6tblqqTY1pR_VIWa0im1vAzG/pub,phish
https://www.abcsubmit.com/view/id_1i4hljp4h_1kkd?utm=abcsubmit,phish
https://l.ead.me/bfMQWy,phish
https://docs.zoom.us/doc/60CrZIqtTqKAQlpX3nrC6w,phish
https://firebasestorage.googleapis.com/v0/b/update-85098.appspot.com/o/index.html?alt=media&amp;token=22e2d001-e81f-4da4-a8f2-24b97e2073f6,phish
https://docs.google.com/presentation/d/e/2PACX-1vSqRF-H5y8YuCf5PEkFNqNQjCSVktInWXfcAqB6nUQ4YoKJvxqXTSpTlxPtJWl1IVIkxswq2NxhNg-r/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://wixossdavdsteamworkspace.myclickfunnels.com/wixossdavdsteamworkspacesdadsadewfew21111111?new_run=true,phish
https://qrco.de/bfao9u,phish
https://apptuts.bio/detalhamentoluiza?gclid=EAIaIQobChMI5Y_Wh6qx_QIVsRXUAR3cUwo4EAAYAiAAEgLZf_D_BwE,phish
https://qrco.de/bfxuoh,phish
http://kuzina-teatr.ru/newsletter/US_us/FILE/Invoice-604371/,phish
https://q-r.to/bfN2VQ,phish
https://q-r.to/bfKPsQ,phish
https://sites.google.com/view/accederscotiapev/p%C3%A1gina-principal,phish
https://rp.mockplus.com/run/d0cHBJffy0/KRdBBGyMlO?cps=hide&rps=hide&nav=1&ha=0&la=0&fc=1&out=1&rt=1&isFrame=true&moduleID=LaKl_nSQf,phish
https://docs.google.com/drawings/d/1E4u_PG0W1-ZsZm28Cun-lWnDQC7HdvE2NKCIzg_HLLM/edit,phish
http://brightworks.cz/file/support/trust/En/042019/,phish
https://rebrand.ly/i11cea0,phish
https://lite.evernote.com/note/7b32a8d7-8c5b-a197-7d25-e0beaf75f502,phish
https://docs.google.com/presentation/d/e/2PACX-1vT_ry37aOPGihHLyNaENI4GhGnFiPxpIH43OB6-U_lxo_fNyXjuNedrLYDZtplrUKWHWJ5-er7cJBlF/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://l.ead.me/bfJN9Y,phish
https://qrco.de/bfXw9L,phish
https://l.ead.me/bfNy9H,phish
https://q-r.to/bfIqUD,phish
http://allegro.548325.me,phish
https://new.express.adobe.com/webpage/vJOSWlDt8UZRE,phish
https://mybroadbandservice.plutio.com/p/form/iTtJKQD9FnGbzrHNB,phish
https://docs.google.com/presentation/d/e/2PACX-1vQplJHjkqfhGpD2etyqw9zJZerMwZ2hxNleAIsCi4pTXGBAjokaUOSktQP5J5fnSUogvJRq31kmcXTh/pub?start=false&loop=false&delayms=3000&pli=1&slide=id.p,phish
https://qrco.de/bfDjEN,phish
http://my-washingtonpost.com,phish
https://qrco.de/bfNy1A,phish
https://l.ead.me/bfJWSX,phish
https://us11.campaign-archive.com/?u=c66fad67bdcd5bfe005ffc797&id=5820bd8ea7,phish
https://bit.ly/3zvL3jN,phish
https://qr-codes.io/KSifvf,phish
https://bit.ly/estafeta_mx,phish
https://bit.ly/4gWz1kw,phish
https://l.ead.me/bfNmkc,phish
https://l.wl.co/l?u=https://qr-codes.io/ijdMPu,phish
https://qrco.de/bfZu47,phish
https://docs.google.com/presentation/d/e/2PACX-1vTxNfy2WVK-Bk8NpHDzMUpn85We1XnqmCitwYgr0-H744yK8LULEOFCV33yfLAmJjL-QbRr2TqCJSKb/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://bit.ly/3CDy7Kd,phish
https://qrco.de/bff6Ed,phish
https://new.express.adobe.com/webpage/S7WyPOUjbf9wi,phish
https://docs.google.com/presentation/d/e/2PACX-1vS-0l8xoTSkFkViUIdHaofiCzc8u4JT-PDrsWhXp8hQ7CdftXBkcjU799iiZDp-l7mnMnGRs47hkKR4/pub?start=false&loop=false&delayms=3000,phish
https://l.ead.me/bfX4LT,phish
https://l.ead.me/bfMJiL,phish
https://app.jotform.com/251892474264162,phish
https://q-r.to/bg3I2w,phish
https://docs.google.com/presentation/d/e/2PACX-1vTcxMNsgoyQp5QlqdFeamAqsTyNG0yp9ldJi_Lvb-HXD3Y_7M7mU-0Kvx_bvTrIN0oPlBzR-E2to7qd/pub?start=false&loop=false&delayms=3000,phish
https://q-r.to/bfMFC7,phish
https://bit.ly/3LMiZLZ,phish
https://app.jotform.com/250892002023545,phish
http://45.13.227.97/sex.sh,phish
http://itaca.in,phish
https://q-r.to/bfIlFE,phish
https://eu.jotform.com/app/251243955215354,phish
https://docs.google.com/presentation/d/e/2PACX-1vRM_5HsntnGiW3a8FgI-kRtnKPqUnJXilB94zPekJqToBNnWoOd8OrIFtI2pMSeo_Mo40UxHbOnSXZb/pub?start=false&loop=false&delayms=3000&slide=id.p,phish
https://qrco.de/bfKMFi,phish
https://docs.google.com/presentation/d/e/2PACX-1vSzTMq-_LO_Yx5_YhE04-ar01rkjevOgPdxGY4jwTZoJJXpsvbBvvlAQx2levNYrv-5raxlhpLmlJD2/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://new.express.adobe.com/webpage/Rq4ZOsaE0oBu1,phish
https://q-r.to/bg8ENa,phish
https://docs.google.com/drawings/d/1IzBeXY8CXcTgNczJ8iHh48oskaWgJt-7N7g7PdoiP9U/edit,phish
https://docs.google.com/presentation/d/e/2PACX-1vTBFDHd1OMf5NhasFJ_9C8CC9-Z1fLM_M1zLhxuZRbvtw9K43d1nMnGZ-SAXq7YBauvomIddvhIgPtv/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://bit.ly/4ggQenN,phish
https://l.ead.me/bfIfZe,phish
http://delfinoarcuri4iad.blogspot.com,phish
https://docs.google.com/presentation/d/15EWcA0waVfskQv8E4w0E93da_w9UsmCo247mUYK1SHE/pub?start=false&amp;loop=false&amp;delayms=3000,phish
http://site9610755.92.webydo.com/,phish
https://l.wl.co/l?u=https://qrco.de/bfAJj3,phish
http://efjgerws.galaxias.cc/run.sh,phish
https://docs.google.com/presentation/d/e/2PACX-1vQd6jwkxrccxaR3TrwBmZq9nHxrLzWMSnhzQUev-NRQf_zJbpa6LxYS1vZUWC80zI7yj3MC94BeCefg/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://docs.google.com/drawings/d/1obHz8ennQlISYXAIvlCJD4I1c7AqLzA0RbTlZ0AkWbM/edit,phish
https://l.ead.me/eshdgyjnadiwa,phish
https://novedadesenlineaitauservices.vercel.app/,phish
https://q-r.to/bfIlj1,phish
https://docs.google.com/forms/d/e/1FAIpQLScX9ndf52db7i0r8OD0YH0TL3cIU9yNR1c3lnXe59tReOn6_Q/viewform,phish
https://docs.google.com/presentation/d/e/2PACX-1vSvByVV67dCVJ6snCsDQd9-SOvGXgzZAfqmTq1tbB8tvmxT4oTaUtVDIwyv3Rwz-5ScHzojO16j3GjK/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://docs.google.com/presentation/d/e/2PACX-1vTmKK0w3g_YJKu7E7ion2sPL0b_fzkSnAB5a0h6CHERfG9Vqyz9IKoddc_GIl5jDbZ_5rN_i95seDfq/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://docs.google.com/presentation/d/e/2PACX-1vRPdIS1IODWHzMzIltjpwjKT7QY5lABQO84PWGaZAW4TixrBMra2kd7C3qeVIecSPBlTcLFIjozcfdk/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,phish
https://linqapp.com/btinternet1,phish
https://docs.google.com/presentation/d/e/2PACX-1vSPCMT8d8-w2huv_sjhJi_LJsncrjZpx7HAM4klBaOEx6sJoZCTl5uMLjMeupfsVnl1_c3jFxDusrKj/pub?start=false&amp;loop=false&amp;delayms=3000,phish
https://bit.ly/4h0ldVB,phish
